State,Program Name,Program Type,Eligibility Group,"If Other, Describe Eligibility Group","MCO, PIHP, or PAHP Name",MLR Reporting Period Start Date,MLR Reporting Period End Date,Report Year,MLR Numerator,MLR Denominator,State-Reported Member Months,Adjusted MLR,Remittance Dollar Amount for MLR Reporting Period
PA,HealthChoices,Behavioral health only,All populations,,"Northwest Behavioral Health Partnership, Inc.",7/1/2019,6/30/2020,2020,63255931.0,72126752.0,648513.0,,
PA,HealthChoices,Behavioral health only,All populations,,Tuscarora Managed Care Alliance,7/1/2019,6/30/2020,2020,27722287.0,30990935.0,345314.0,,
PA,HealthChoices,Behavioral health only,All populations,,York/Adams HealthChoices Joinder,7/1/2019,6/30/2020,2020,95042870.0,104765332.0,1123314.0,,
PA,CHC,Comprehensive MCO + MLTSS,MLTSS Only,,Pennsylvania Health and Wellness,1/1/2020,12/31/2020,2020,2576331030.0,2689248271.0,1087173.0,,0.0
PA,CHC,Comprehensive MCO + MLTSS,MLTSS Only,,UPMC Community HealthChoices,1/1/2020,12/31/2020,2020,2674228957.0,2897325248.0,1504697.0,,0.0
PA,Community HealthChoices,Comprehensive MCO + MLTSS,MLTSS Only,,AmeriHealth Caritas,1/1/2020,12/31/2020,2020,4522188170.0,4711795781.0,1828719.0,,
PA,HealthChoices ,Comprehensive MCO,Group VIII expansion adult only ,,Aetna Better Health,1/1/2020,12/31/2020,2020,373582055.0,424388579.0,1064527.0,,0.0
PA,HealthChoices ,Comprehensive MCO,Other,All other members,Aetna Better Health,1/1/2020,12/31/2020,2020,577441509.0,654273926.0,1597006.0,,0.0
PA,HealthChoices ,Comprehensive MCO,Group VIII expansion adult only ,,Gateway Health Plan,1/1/2020,12/31/2020,2020,461632983.0,489265386.0,977495.0,,0.0
PA,HealthChoices ,Comprehensive MCO,Other,All other members,Gateway Health Plan,1/1/2020,12/31/2020,2020,1066281776.0,1222512904.0,2450172.0,,0.0
PA,HealthChoices ,Comprehensive MCO,Group VIII expansion adult only ,,Geisigner Health Plan,1/1/2020,12/31/2020,2020,356592386.0,363578785.0,753231.0,,0.0
PA,HealthChoices ,Comprehensive MCO,Other,All other members,Geisigner Health Plan,1/1/2020,12/31/2020,2020,654483600.0,716084113.0,1546223.0,,0.0
PA,HealthChoices ,Comprehensive MCO,Group VIII expansion adult only ,,Health Partners Plans,1/1/2020,12/31/2020,2020,434859750.0,491541122.0,999153.0,,0.0
PA,HealthChoices ,Comprehensive MCO,Other,All other members,Health Partners Plans,1/1/2020,12/31/2020,2020,804427996.0,924815653.0,1864860.0,,0.0
PA,HealthChoices ,Comprehensive MCO,Group VIII expansion adult only ,,"UnitedHealthcare of Pennsylvania, Inc.",1/1/2020,12/31/2020,2020,426814471.0,433765124.0,1020908.0,,0.0
PA,HealthChoices ,Comprehensive MCO,Other,All other members,"UnitedHealthcare of Pennsylvania, Inc.",1/1/2020,12/31/2020,2020,702153201.0,808274632.0,1794084.0,,0.0
PA,HealthChoices ,Comprehensive MCO,Group VIII expansion adult only ,,UPMC HealthChoices,1/1/2020,12/31/2020,2020,833360995.0,864456664.0,1810349.0,,0.0
PA,HealthChoices ,Comprehensive MCO,Other,All other members,UPMC HealthChoices,1/1/2020,12/31/2020,2020,1503672309.0,1735356720.0,3569193.0,,0.0
PA,HealthChoices ,Comprehensive MCO,Group VIII expansion adult only ,,"Vista Health Plan, Inc.",1/1/2020,12/31/2020,2020,1261408526.0,1381595420.0,2773115.0,,0.0
PA,HealthChoices ,Comprehensive MCO,Other,All other members,"Vista Health Plan, Inc.",1/1/2020,12/31/2020,2020,2609206748.0,3043534577.0,6149773.0,,0.0
PA,HealthChoices BH,Behavioral health only,All populations,,"Allegheny HealthChoices, Inc.",1/1/2020,12/31/2020,2020,317549000.0,353540616.0,2775119.0,,
PA,HealthChoices BH,Behavioral health only,All populations,,Beaver County HealthChoices,1/1/2020,12/31/2020,2020,34849294.0,40590730.0,406455.0,,
PA,HealthChoices BH,Behavioral health only,All populations,,Bucks County,1/1/2020,12/31/2020,2020,103596698.0,119778240.0,979531.0,,
PA,HealthChoices BH,Behavioral health only,All populations,,Chester County,1/1/2020,12/31/2020,2020,71285957.0,84009823.0,669534.0,,
PA,HealthChoices BH,Behavioral health only,All populations,,Community Behavioral Health,1/1/2020,12/31/2020,2020,818302634.0,902944743.0,7768998.0,,
PA,HealthChoices BH,Behavioral health only,All populations,,County of Delaware DHS,1/1/2020,12/31/2020,2020,114267165.0,128755501.0,1409022.0,,
PA,HealthChoices BH,Behavioral health only,All populations,,Fayette County Behavioral Health Administration,1/1/2020,12/31/2020,2020,33070477.0,37506241.0,474215.0,,
PA,HealthChoices BH,Behavioral health only,All populations,,Montgomery County,1/1/2020,12/31/2020,2020,138566718.0,161280228.0,1274056.0,,
PA,HealthChoices BH,Behavioral health only,All populations,,Southwest Behavioral Health Management,1/1/2020,12/31/2020,2020,210707569.0,244019492.0,2172375.0,,
PR,Plan Vital,Comprehensive MCO,All populations,,First Medical,10/1/2019,9/30/2020,2020,632324725.0,689156904.0,3090576.0,,1847420.0
PR,Plan Vital,Comprehensive MCO,All populations,,MMM Multihealth,10/1/2019,9/30/2020,2020,620639433.0,667512417.0,3116221.0,,0.0
PR,Plan Vital,Comprehensive MCO,All populations,,Molina Healthcare,10/1/2019,9/30/2020,2020,396749710.0,392845961.0,1975544.0,,0.0
PR,Plan Vital,Comprehensive MCO,All populations,,Plan de Salud Menonita,10/1/2019,9/30/2020,2020,194125094.0,192215185.0,1011326.0,,0.0
PR,Plan Vital,Comprehensive MCO,All populations,,Triple-S Salud,10/1/2019,9/30/2020,2020,842600734.0,897380233.0,4346433.0,,0.0
RI,"Rite Care, Rhody Health Partners and Medicaid Expansion",Comprehensive MCO,All populations,,Tufts Health Public Plans,7/1/2017,6/30/2018,2018,18822655.0,20474569.0,44336.0,,
RI,"Rite Care, Rhody Health Partners and Medicaid Expansion",Comprehensive MCO,All populations,,United HealthCare of New England,7/1/2017,6/30/2018,2018,484506617.0,521049030.0,1144954.0,,
RI,"RIte Care, RHP and Medicaid Expansion",Comprehensive MCO,All populations,,Neighborhood Health Plan of RI,7/1/2017,6/30/2018,2018,230581286.0,229086268.0,151178.0,,
RI,Rite Smiles Dental Program,Dental only,All populations,,UnitedHealthCare Dental of Rhode Island,7/1/2017,6/30/2018,2018,21813914.0,23715529.0,1286026.0,,
RI,"Rite Care, Rhody Health Partners and Medicaid Expansion",Comprehensive MCO,All populations,,Tufts Health Public Plans,7/1/2018,6/30/2019,2019,44693813.0,48540869.0,110477.0,,
RI,"Rite Care, Rhody Health Partners and Medicaid Expansion",Comprehensive MCO,All populations,,United HealthCare of New England,7/1/2018,6/30/2019,2019,466082353.0,495118159.0,1082057.0,,
RI,"Rite Care, RHP and Medicaid Expansion",Comprehensive MCO,All populations,,Neighborhood Health Plan of RI,7/1/2018,6/30/2019,2019,65875034.0,52333876.0,38450.0,,
RI,Rite Smiles Dental Program,Dental only,All populations,,UnitedHealthCare Dental of Rhode Island,7/1/2018,6/30/2019,2019,23153481.0,24762251.0,1355635.0,,
RI,"Rite Care, Rhody Health Partners and Medicaid Expansion",Comprehensive MCO,All populations,,Neighborhood Health Plan of Rhode Island,7/1/2019,6/30/2020,2020,773110874.0,782204878.0,1807139.0,,
RI,"Rite Care, Rhody Health Partners and Medicaid Expansion",Comprehensive MCO,All populations,,Tufts Health Public Plans,7/1/2019,6/30/2020,2020,41973645.0,47805118.0,112901.0,,
RI,"Rite Care, Rhody Health Partners and Medicaid Expansion",Comprehensive MCO,All populations,,United HealthCare of New England,7/1/2019,6/30/2020,2020,474061640.0,511062508.0,1020999.0,,
RI,Rite Smiles Dental Program,Dental only,All populations,,United Healthcare Dental of Rhode Island,7/1/2019,6/30/2020,2020,17716525.0,19956518.0,1334035.0,,
SC,South Carolina Managed Care Organizations,Comprehensive MCO,All populations,,Absolute Total Care,7/1/2017,6/30/2018,2018,378131427.0,434276218.0,1371817.0,,0.0
SC,South Carolina Managed Care Organizations,Comprehensive MCO,All populations,,Blue Choice,7/1/2017,6/30/2018,2018,326990112.0,369561994.0,1186764.0,,0.0
SC,South Carolina Managed Care Organizations,Comprehensive MCO,All populations,,Molina,7/1/2017,6/30/2018,2018,380550767.0,425228411.0,1351588.0,,0.0
SC,South Carolina Managed Care Organizations,Comprehensive MCO,All populations,,Select Health,7/1/2017,6/30/2018,2018,1153710239.0,1248372802.0,4360870.0,,0.0
SC,South Carolina Managed Care Organizations,Comprehensive MCO,All populations,,Wellcare,7/1/2017,6/30/2018,2018,249740318.0,282860242.0,973406.0,,0.0
SC,South Carolina Managed Care Organizations,Comprehensive MCO,All populations,,Absolute Total Care,7/1/2018,6/30/2019,2019,383541516.0,438990851.0,1379709.0,,0.0
SC,South Carolina Managed Care Organizations,Comprehensive MCO,All populations,,Blue Choice Health Plan Medicaid,7/1/2018,6/30/2019,2019,345634475.0,389099988.0,1268212.0,,0.0
SC,South Carolina Managed Care Organizations,Comprehensive MCO,All populations,,Molina Healthcare of South Carolina,7/1/2018,6/30/2019,2019,414756348.0,454604511.0,1427437.0,,0.0
SC,South Carolina Managed Care Organizations,Comprehensive MCO,All populations,,Select Health of South Carolina,7/1/2018,6/30/2019,2019,1151646147.0,1211953995.0,4376128.0,,0.0
SC,South Carolina Managed Care Organizations,Comprehensive MCO,All populations,,WellCare of South Carolina,7/1/2018,6/30/2019,2019,245427038.0,283931560.0,937438.0,,0.0
SC,South Carolina Managed Care Organizations ,Comprehensive MCO,All populations,,Absolute Total Care,7/1/2019,6/30/2020,2020,429362567.0,484287838.0,1489954.0,,0.0
SC,South Carolina Managed Care Organizations ,Comprehensive MCO,All populations,,BlueChoice,7/1/2019,6/30/2020,2020,449254907.0,503148017.0,1602478.0,,0.0
SC,South Carolina Managed Care Organizations ,Comprehensive MCO,All populations,,Molina,7/1/2019,6/30/2020,2020,450594930.0,511424813.0,1550699.0,,0.0
SC,South Carolina Managed Care Organizations ,Comprehensive MCO,All populations,,Select Health,7/1/2019,6/30/2020,2020,1007885502.0,1140273873.0,4048116.0,,0.0
SC,South Carolina Managed Care Organizations ,Comprehensive MCO,All populations,,WellCare,7/1/2019,6/30/2020,2020,254478158.0,292305878.0,988707.0,,0.0
TN,TennCare II: CHOICES,Comprehensive MCO + MLTSS,All populations,,Amerigroup (East Region),1/1/2018,12/31/2018,2018,289599494.0,311157009.0,1279687.0,,
TN,TennCare II: CHOICES,Comprehensive MCO + MLTSS,All populations,,Amerigroup (Middle Region),1/1/2018,12/31/2018,2018,152863144.0,159604460.0,33813.0,,
TN,TennCare II: CHOICES,Comprehensive MCO + MLTSS,All populations,,Amerigroup (West Region),1/1/2018,12/31/2018,2018,152059984.0,161060976.0,34962.0,,
TN,TennCare II: CHOICES,Comprehensive MCO + MLTSS,All populations,,BlueCare (East Region),1/1/2018,12/31/2018,2018,472973618.0,488291316.0,1710724.0,,
TN,TennCare II: CHOICES,Comprehensive MCO + MLTSS,All populations,,BlueCare (Middle Region),1/1/2018,12/31/2018,2018,190102593.0,202963641.0,45367.0,,
TN,TennCare II: CHOICES,Comprehensive MCO + MLTSS,All populations,,BlueCare (West Region),1/1/2018,12/31/2018,2018,177962845.0,186148909.0,39637.0,,
TN,TennCare II: CHOICES,Comprehensive MCO + MLTSS,All populations,,"UnitedHealthcare Plan of the River Valley, Inc. (East Region)",1/1/2018,12/31/2018,2018,333804293.0,366911054.0,1422559.0,,
TN,TennCare II: CHOICES,Comprehensive MCO + MLTSS,All populations,,"UnitedHealthcare Plan of the River Valley, Inc. (Middle Region)",1/1/2018,12/31/2018,2018,194546993.0,213381580.0,47004.0,,
TN,TennCare II: CHOICES,Comprehensive MCO + MLTSS,All populations,,"UnitedHealthcare Plan of the River Valley, Inc. (West Region)",1/1/2018,12/31/2018,2018,178614295.0,196601646.0,42131.0,,
TN,TennCare II: Non-CHOICES,Comprehensive MCO + MLTSS,All populations,,Amerigroup (East Region),1/1/2018,12/31/2018,2018,156929879.0,175413865.0,37685.0,,
TN,TennCare II: Non-CHOICES,Comprehensive MCO + MLTSS,All populations,,Amerigroup (Middle Region),1/1/2018,12/31/2018,2018,310149078.0,341254694.0,1375732.0,,
TN,TennCare II: Non-CHOICES,Comprehensive MCO + MLTSS,All populations,,Amerigroup (West Region),1/1/2018,12/31/2018,2018,480176928.0,499199768.0,1809016.0,,
TN,TennCare II: Non-CHOICES,Comprehensive MCO + MLTSS,All populations,,BlueCare (East Region),1/1/2018,12/31/2018,2018,120860605.0,128313127.0,26956.0,,
TN,TennCare II: Non-CHOICES,Comprehensive MCO + MLTSS,All populations,,BlueCare (Middle Region),1/1/2018,12/31/2018,2018,708571377.0,737666229.0,2461724.0,,
TN,TennCare II: Non-CHOICES,Comprehensive MCO + MLTSS,All populations,,BlueCare (West Region),1/1/2018,12/31/2018,2018,534113692.0,557200580.0,1869834.0,,
TN,TennCare II: Non-CHOICES,Comprehensive MCO + MLTSS,All populations,,"UnitedHealthcare Plan of the River Valley, Inc. (East Region)",1/1/2018,12/31/2018,2018,465226416.0,495527478.0,1740355.0,,
TN,TennCare II: Non-CHOICES,Comprehensive MCO + MLTSS,All populations,,"UnitedHealthcare Plan of the River Valley, Inc. (West Region)",1/1/2018,12/31/2018,2018,525211801.0,561612930.0,1904797.0,,
TN,TennCare II: CHOICES,Comprehensive MCO + MLTSS,All populations,,Amerigroup (East Region),1/1/2019,12/31/2019,2019,176216527.0,189695761.0,38285.0,,
TN,TennCare II: CHOICES,Comprehensive MCO + MLTSS,All populations,,Amerigroup (Middle Region),1/1/2019,12/31/2019,2019,150482890.0,161045316.0,33822.0,,
TN,TennCare II: CHOICES,Comprehensive MCO + MLTSS,All populations,,Amerigroup (West Region),1/1/2019,12/31/2019,2019,141879281.0,150483923.0,30310.0,,
TN,TennCare II: CHOICES,Comprehensive MCO + MLTSS,All populations,,BlueCare (East Region),1/1/2019,12/31/2019,2019,193790463.0,203351952.0,44714.0,,
TN,TennCare II: CHOICES,Comprehensive MCO + MLTSS,All populations,,BlueCare (Middle Region),1/1/2019,12/31/2019,2019,203508533.0,211459205.0,43701.0,,
TN,TennCare II: CHOICES,Comprehensive MCO + MLTSS,All populations,,BlueCare (West Region),1/1/2019,12/31/2019,2019,154658743.0,161096173.0,35624.0,,
TN,TennCare II: CHOICES,Comprehensive MCO + MLTSS,All populations,,"UnitedHealthcare Plan of the River Valley, Inc.",1/1/2019,12/31/2019,2019,514340294.0,569780701.0,119177.0,,
TN,TennCare II: Non-CHOICES,Comprehensive MCO + MLTSS,All populations,,Amerigroup (East Region),1/1/2019,12/31/2019,2019,382092474.0,430857147.0,1511498.0,,
TN,TennCare II: Non-CHOICES,Comprehensive MCO + MLTSS,All populations,,Amerigroup (Middle Region),1/1/2019,12/31/2019,2019,526482982.0,567991090.0,1874487.0,,
TN,TennCare II: Non-CHOICES,Comprehensive MCO + MLTSS,All populations,,Amerigroup (West Region),1/1/2019,12/31/2019,2019,348596568.0,378854690.0,1383306.0,,
TN,TennCare II: Non-CHOICES,Comprehensive MCO + MLTSS,All populations,,BlueCare (East Region),1/1/2019,12/31/2019,2019,750614491.0,795221145.0,2487794.0,,
TN,TennCare II: Non-CHOICES,Comprehensive MCO + MLTSS,All populations,,BlueCare (Middle Region),1/1/2019,12/31/2019,2019,555541608.0,602200128.0,1901356.0,,
TN,TennCare II: Non-CHOICES,Comprehensive MCO + MLTSS,All populations,,BlueCare (West Region),1/1/2019,12/31/2019,2019,486102462.0,527201335.0,1744236.0,,
TN,TennCare II: Non-CHOICES,Comprehensive MCO + MLTSS,All populations,,"UnitedHealthcare Plan of the River Valley, Inc.",1/1/2019,12/31/2019,2019,1323274338.0,1480254209.0,4978645.0,,
TN,TennCare Choices,Comprehensive MCO + MLTSS,All populations,,Amerigroup,1/1/2020,12/31/2020,2020,451661011.0,513477983.0,106760.0,,
TN,TennCare Choices,Comprehensive MCO + MLTSS,All populations,,BlueCare,1/1/2020,12/31/2020,2020,517479431.0,563344735.0,120759.0,,
TN,TennCare Choices,Comprehensive MCO + MLTSS,All populations,,"UnitedHealthcare Plan of the River Valley, Inc.",1/1/2020,12/31/2020,2020,445626705.0,497495346.0,107703.0,,
TN,TennCare Non-Choices,Comprehensive MCO + MLTSS,All populations,,Amerigroup,1/1/2020,12/31/2020,2020,1036667615.0,1264272867.0,5068655.0,,
TN,TennCare Non-Choices,Comprehensive MCO + MLTSS,All populations,,BlueCare,1/1/2020,12/31/2020,2020,1509179346.0,1674249524.0,6367396.0,,
TN,TennCare Non-Choices,Comprehensive MCO + MLTSS,All populations,,"UnitedHealthcare Plan of the River Valley, Inc.",1/1/2020,12/31/2020,2020,1090854581.0,1264517158.0,5116213.0,,
TX,STAR,Comprehensive MCO,All populations,,"Community Health Choice Texas, Inc.",9/1/2017,8/31/2018,2018,875107051.0,932927501.0,3423236.0,,
TX,STAR,Comprehensive MCO,All populations,,El Paso First Health Plans / El Paso County Hospital District,9/1/2017,8/31/2018,2018,176439922.0,187549213.0,925824.0,,
TX,STAR,Comprehensive MCO,All populations,,FirstCare,9/1/2017,8/31/2018,2018,248814953.0,262805913.0,1108098.0,,
TX,STAR,Comprehensive MCO,All populations,,"Parkland Community Health Plan, Inc.",9/1/2017,8/31/2018,2018,525332364.0,554221613.0,2355342.0,,
TX,STAR,Comprehensive MCO,All populations,,Scott & White / Baylor,9/1/2017,8/31/2018,2018,112994109.0,126552299.0,546375.0,,
TX,STAR,Comprehensive MCO,All populations,,Seton Health Plan,9/1/2017,8/31/2018,2018,43553022.0,54923363.0,328858.0,,
TX,STAR Kids,Comprehensive MCO + MLTSS,All populations,,Children's Medical Center Health Plan,9/1/2017,8/31/2018,2018,276497527.0,259773765.0,112842.0,,
TX,"STAR, STAR Kids",Comprehensive MCO + MLTSS,All populations,,Aetna,9/1/2017,8/31/2018,2018,259054966.0,299755424.0,1097985.0,,
TX,"STAR, STAR Kids",Comprehensive MCO + MLTSS,All populations,,Blue Cross Blue Shield of Texas / Health Care Service Corporation,9/1/2017,8/31/2018,2018,234375925.0,233876414.0,515464.0,,
TX,"STAR, STAR Kids",Comprehensive MCO + MLTSS,All populations,,"Community First Health Plans, Inc.",9/1/2017,8/31/2018,2018,477522978.0,493850395.0,1613917.0,,
TX,"STAR, STAR Kids",Comprehensive MCO + MLTSS,All populations,,Cook's Children's Health Plan,9/1/2017,8/31/2018,2018,490954866.0,535505695.0,1689349.0,,
TX,"STAR, STAR Kids",Comprehensive MCO + MLTSS,All populations,,Driscoll Children's Health Plan,9/1/2017,8/31/2018,2018,587913629.0,639182108.0,2088203.0,,
TX,"STAR, STAR Kids",Comprehensive MCO + MLTSS,All populations,,Texas Children's Health Plan,9/1/2017,8/31/2018,2018,1518381355.0,1595497103.0,5420174.0,,
TX,"STAR, STAR Kids, STAR+PLUS",Comprehensive MCO + MLTSS,All populations,,Amerigroup,9/1/2017,8/31/2018,2018,3817863728.0,4118836329.0,9350362.0,,
TX,"STAR, STAR Kids, STAR+PLUS",Comprehensive MCO + MLTSS,All populations,,United HealthCare / UnitedHealth Group,9/1/2017,8/31/2018,2018,3115001108.0,3230254311.0,3609512.0,,
TX,"STAR, STAR Kids, STAR+PLUS, STAR Health",Comprehensive MCO + MLTSS,All populations,,Superior / Bankers / Centene,9/1/2017,8/31/2018,2018,4948140877.0,5390273205.0,12583080.0,,
TX,"STAR, STAR+PLUS",Comprehensive MCO + MLTSS,All populations,,Molina Healthcare,9/1/2017,8/31/2018,2018,1651351160.0,1897400989.0,2604815.0,,
TX,STAR+PLUS,Comprehensive MCO + MLTSS,All populations,,Cigna Healthspring,9/1/2017,8/31/2018,2018,849722756.0,907921538.0,597405.0,,
TX,Statewide,Dental only,All populations,,"DentaQuest USA Insurance, Inc.",9/1/2017,8/31/2018,2018,702346900.0,756209334.0,23194772.0,,
TX,Statewide,Dental only,All populations,,MCNA Insurance Company,9/1/2017,8/31/2018,2018,477734419.0,550944285.0,16811555.0,,
TX,STAR,Comprehensive MCO,All populations,,"Community Health Choice Texas, Inc.",9/1/2018,8/31/2019,2019,880349968.0,944658784.0,3295341.0,,
TX,STAR,Comprehensive MCO,All populations,,Dell-Seton Health Plan,9/1/2018,8/31/2019,2019,51332710.0,62129282.0,370872.0,,
TX,STAR,Comprehensive MCO,All populations,,El Paso First Health Plans / El Paso County Hospital District,9/1/2018,8/31/2019,2019,178870161.0,198731306.0,896395.0,,
TX,STAR,Comprehensive MCO,All populations,,FirstCare,9/1/2018,8/31/2019,2019,246134940.0,261097582.0,1016395.0,,
TX,STAR,Comprehensive MCO,All populations,,"Parkland Community Health Plan, Inc.",9/1/2018,8/31/2019,2019,533530274.0,565656426.0,2201041.0,,
TX,STAR,Comprehensive MCO,All populations,,Scott & White / Baylor,9/1/2018,8/31/2019,2019,116401596.0,136449512.0,535208.0,,
TX,STAR Kids,Comprehensive MCO + MLTSS,All populations,,Children's Medical Center Health Plan,9/1/2018,8/31/2019,2019,272403588.0,265182683.0,105714.0,,
TX,"STAR, STAR Kids",Comprehensive MCO + MLTSS,All populations,,Aetna,9/1/2018,8/31/2019,2019,279189444.0,306872161.0,1042660.0,,
TX,"STAR, STAR Kids",Comprehensive MCO + MLTSS,All populations,,Blue Cross Blue Shield of Texas / Health Care Service Corporation,9/1/2018,8/31/2019,2019,247783750.0,264434217.0,541643.0,,
TX,"STAR, STAR Kids",Comprehensive MCO + MLTSS,All populations,,"Community First Health Plans, Inc.",9/1/2018,8/31/2019,2019,496714515.0,533007182.0,1594287.0,,
TX,"STAR, STAR Kids",Comprehensive MCO + MLTSS,All populations,,Cook's Children's Health Plan,9/1/2018,8/31/2019,2019,505274983.0,555429966.0,1624799.0,,
TX,"STAR, STAR Kids",Comprehensive MCO + MLTSS,All populations,,Driscoll Children's Health Plan,9/1/2018,8/31/2019,2019,660399706.0,688703547.0,2104051.0,,
TX,"STAR, STAR Kids",Comprehensive MCO + MLTSS,All populations,,Texas Children's Health Plan,9/1/2018,8/31/2019,2019,1559960081.0,1656212524.0,5179950.0,,
TX,"STAR, STAR Kids, STAR+PLUS",Comprehensive MCO + MLTSS,All populations,,Amerigroup,9/1/2018,8/31/2019,2019,4028087190.0,4346491390.0,9055139.0,,
TX,"STAR, STAR Kids, STAR+PLUS",Comprehensive MCO + MLTSS,All populations,,United HealthCare / UnitedHealth Group,9/1/2018,8/31/2019,2019,3330188054.0,3533810682.0,3633312.0,,
TX,"STAR, STAR Kids, STAR+PLUS, STAR Health",Comprehensive MCO + MLTSS,All populations,,Superior / Bankers / Centene,9/1/2018,8/31/2019,2019,5072874097.0,5517418234.0,12284084.0,,
TX,"STAR, STAR+PLUS",Comprehensive MCO + MLTSS,All populations,,Molina Healthcare,9/1/2018,8/31/2019,2019,1713645726.0,1993557106.0,2489705.0,,
TX,STAR+PLUS,Comprehensive MCO + MLTSS,All populations,,Cigna Healthspring,9/1/2018,8/31/2019,2019,882408275.0,955866350.0,589472.0,,
TX,Statewide,Dental only,All populations,,"DentaQuest USA Insurance, Inc.",9/1/2018,8/31/2019,2019,649048304.0,705329634.0,22373656.0,,
TX,Statewide,Dental only,All populations,,MCNA Insurance Company,9/1/2018,8/31/2019,2019,442366353.0,511025958.0,16099036.0,,
TX,Region,Comprehensive MCO,All populations,,"Aetna, Inc.",9/1/2019,8/31/2020,2020,289903312.0,324435850.0,1053688.0,,
TX,Region,Comprehensive MCO,All populations,,"Amerigroup Texas, Inc. and Amerigroup Insurance Company",9/1/2019,8/31/2020,2020,4179262192.0,4637297997.0,9164491.0,,
TX,Region,Comprehensive MCO,All populations,,Blue Cross and Blue Shield of Texas,9/1/2019,8/31/2020,2020,269373812.0,306861712.0,568195.0,,
TX,Region,Comprehensive MCO,All populations,,Children's Medical Center,9/1/2019,8/31/2020,2020,220214218.0,274458992.0,98233.0,,
TX,Region,Comprehensive MCO,All populations,,Cigna Health Spring,9/1/2019,8/31/2020,2020,919926887.0,1010352785.0,583305.0,,
TX,Region,Comprehensive MCO,All populations,,Community First Health Plan,9/1/2019,8/31/2020,2020,498078848.0,561711542.0,1597394.0,,
TX,Region,Comprehensive MCO,All populations,,"Community Health Choice, Inc.",9/1/2019,8/31/2020,2020,894768654.0,1048091681.0,3406996.0,,
TX,Region,Comprehensive MCO,All populations,,Cook Children's Health Plan,9/1/2019,8/31/2020,2020,539198680.0,605027988.0,1630630.0,,
TX,Region,Comprehensive MCO,All populations,,Driscoll Children's Health Plan,9/1/2019,8/31/2020,2020,639043159.0,759164021.0,2183000.0,,
TX,Region,Comprehensive MCO,All populations,,"El Paso First Health Plans, Inc.",9/1/2019,8/31/2020,2020,178598019.0,210897385.0,891491.0,,
TX,Region,Comprehensive MCO,All populations,,FirstCare Health Plan,9/1/2019,8/31/2020,2020,220716739.0,258870157.0,961811.0,,
TX,Region,Comprehensive MCO,All populations,,"Molina Healthcare of Texas, Inc.",9/1/2019,8/31/2020,2020,1803671200.0,2050856982.0,2433776.0,,
TX,Region,Comprehensive MCO,All populations,,"Parkland Community Health Plan, Inc.",9/1/2019,8/31/2020,2020,526836758.0,606319797.0,2138800.0,,
TX,Region,Comprehensive MCO,All populations,,Scott & White Health Plan,9/1/2019,8/31/2020,2020,114410634.0,135756555.0,534380.0,,
TX,Region,Comprehensive MCO,All populations,,"Seton Health Plan, Inc.",9/1/2019,8/31/2020,2020,51620631.0,62886071.0,384745.0,,
TX,Region,Comprehensive MCO,All populations,,"Superior HealthPlan, Inc.",9/1/2019,8/31/2020,2020,5105475745.0,5684178310.0,12443658.0,,
TX,Region,Comprehensive MCO,All populations,,"Texas Children's Health Plan, Inc.",9/1/2019,8/31/2020,2020,1597870785.0,1827401158.0,5270074.0,,
TX,Region,Comprehensive MCO,All populations,,"UnitedHealthcare Community Plan of Texas, LLC",9/1/2019,8/31/2020,2020,3427243025.0,3816518989.0,3755569.0,,
TX,Statewide,Dental only,All populations,,"DentaQuest USA Insurance, Inc.",9/1/2019,8/31/2020,2020,524116090.0,605175274.0,22550590.0,,
TX,Statewide,Dental only,All populations,,MCNA Insurance Company,9/1/2019,8/31/2020,2020,347611195.0,444104799.0,16201877.0,,
UT,Dental Plans,Dental only,All populations,,Delta Dental,7/1/2017,6/30/2018,2018,10734738.0,15178329.0,751402.0,,
UT,Dental Plans,Dental only,All populations,,Premier Access,7/1/2017,6/30/2018,2018,15840808.0,18223475.0,804366.0,,
UT,HOME,Comprehensive MCO,All populations,,HOME,7/1/2017,6/30/2018,2018,10595085.0,12226930.0,14047.0,,
UT,Prepaid Mental Health Plans (PMHP),Behavioral health only,All populations,,Bear River Mental Health ,7/1/2017,6/30/2018,2018,9209387.0,9078030.0,203699.0,,
UT,Prepaid Mental Health Plans (PMHP),Behavioral health only,All populations,,Central Utah Counseling Center ,7/1/2017,6/30/2018,2018,4150687.0,4663734.0,222438.0,,
UT,Prepaid Mental Health Plans (PMHP),Behavioral health only,All populations,,Davis Behavioral Health,7/1/2017,6/30/2018,2018,12315215.0,12778611.0,548386.0,,
UT,Prepaid Mental Health Plans (PMHP),Behavioral health only,All populations,,Four Corners Community Behavioral Health ,7/1/2017,6/30/2018,2018,3864701.0,4123012.0,124686.0,,
UT,Prepaid Mental Health Plans (PMHP),Behavioral health only,All populations,,Northeastern Counseling Center ,7/1/2017,6/30/2018,2018,4523150.0,4973261.0,254214.0,,
UT,Prepaid Mental Health Plans (PMHP),Behavioral health only,All populations,,Salt Lake County ,7/1/2017,6/30/2018,2018,63147311.0,66822139.0,2482444.0,,
UT,Prepaid Mental Health Plans (PMHP),Behavioral health only,All populations,,Southwest Behavioral Health,7/1/2017,6/30/2018,2018,9966030.0,11149122.0,622424.0,,
